0,12,22,1,0.8333333333333334,14,10,0,0,0,0,0,0,0,0,0,0
1,7,29,1,0.5714285714285714,10,4,0,0,0,0,0,0,0,0,0,0
2,11,35,0,0.5454545454545454,16,6,0,0,0,0,0,0,0,0,0,0
3,13,25,1,0.9230769230769231,14,12,0,0,0,0,0,0,0,0,0,0
4,7,17,1,0.42857142857142855,11,3,0,0,0,0,0,0,0,0,0,0
5,7,24,0,0.7142857142857143,9,5,0,0,0,0,0,0,0,0,0,0
6,9,22,1,0.6666666666666666,12,6,0,0,0,0,0,0,0,0,0,0
7,8,19,1,0.875,9,7,0,0,0,0,0,0,0,0,0,0
8,13,21,0,0.9230769230769231,16,8,2,0,0,0,0,0,0,0,0,0
9,17,21,1,0.7058823529411765,22,12,0,0,0,0,0,0,0,0,0,0
10,10,32,1,0.8,12,8,0,0,0,0,0,0,0,0,0,0
11,5,31,0,0.6,7,3,0,0,0,0,0,0,0,0,0,0
12,15,25,1,0.7333333333333333,21,7,2,0,0,0,0,0,0,0,0,0
13,7,31,1,1.0,7,7,0,0,0,0,0,0,0,0,0,0
14,12,21,0,0.5833333333333334,17,7,0,0,0,0,0,0,0,0,0,0
15,8,33,1,0.875,9,7,0,0,0,0,0,0,0,0,0,0
16,15,23,1,0.6666666666666666,20,10,0,0,0,0,0,0,0,0,0,0
17,8,27,1,0.375,13,3,0,0,0,0,0,0,0,0,0,0
18,10,17,1,0.8,12,8,0,0,0,0,0,0,0,0,0,0
19,14,22,1,0.5714285714285714,20,8,0,0,0,0,0,0,0,0,0,0
20,12,26,1,0.75,15,9,0,0,0,0,0,0,0,0,0,0
21,11,26,0,0.5454545454545454,16,6,0,0,0,0,0,0,0,0,0,0
22,9,21,1,0.7777777777777778,11,7,0,0,0,0,0,0,0,0,0,0
23,12,27,1,0.8333333333333334,14,10,0,0,0,0,0,0,0,0,0,0
24,13,26,0,0.6153846153846154,18,8,0,0,0,0,0,0,0,0,0,0
25,16,24,0,0.6875,22,9,1,0,0,0,0,0,0,0,0,0
26,9,27,1,0.7777777777777778,12,5,1,0,0,0,0,0,0,0,0,0
27,6,23,1,0.8333333333333334,7,5,0,0,0,0,0,0,0,0,0,0
28,12,25,1,0.75,15,9,0,0,0,0,0,0,0,0,0,0
29,9,22,0,0.6666666666666666,12,6,0,0,0,0,0,0,0,0,0,0
30,14,25,1,0.9285714285714286,15,13,0,0,0,0,0,0,0,0,0,0
31,16,34,0,0.5,24,8,0,0,0,0,0,0,0,0,0,0
32,12,28,1,0.6666666666666666,16,8,0,0,0,0,0,0,0,0,0,0
33,16,30,0,0.375,26,6,0,0,0,0,0,0,0,0,0,0
34,13,33,0,0.6153846153846154,18,8,0,0,0,0,0,0,0,0,0,0
35,11,36,0,0.6363636363636364,15,7,0,0,0,0,0,0,0,0,0,0
36,15,23,0,0.6,22,7,1,0,0,0,0,0,0,0,0,0
37,8,35,0,0.625,11,5,0,0,0,0,0,0,0,0,0,0
38,10,21,1,0.8,12,8,0,0,0,0,0,0,0,0,0,0
39,5,27,1,0.6,7,3,0,0,0,0,0,0,0,0,0,0
40,13,19,1,0.8461538461538461,15,11,0,0,0,0,0,0,0,0,0,0
41,9,33,0,0.7777777777777778,11,7,0,0,0,0,0,0,0,0,0,0
42,8,26,1,0.5,12,4,0,0,0,0,0,0,0,0,0,0
43,7,32,1,0.2857142857142857,12,2,0,0,0,0,0,0,0,0,0,0
44,13,27,1,0.7692307692307693,16,10,0,0,0,0,0,0,0,0,0,0
45,15,27,1,0.8666666666666667,17,13,0,0,0,0,0,0,0,0,0,0
46,10,19,1,0.7,13,7,0,0,0,0,0,0,0,0,0,0
47,8,24,0,0.625,11,5,0,0,0,0,0,0,0,0,0,0
48,8,31,1,0.875,9,7,0,0,0,0,0,0,0,0,0,0
49,6,19,1,0.8333333333333334,7,5,0,0,0,0,0,0,0,0,0,0
0,7,27,0,0.0,0.2857142857142857,12,2,0,0,0,0,0,0,0,0,0,0,0,1
0,12,26,0,0.08333333333333333,0.6666666666666666,17,6,1,0,0,0,0,0,0,0,0,0,0,2
0,8,21,1,0.0,0.75,10,6,0,0,0,0,0,0,0,0,0,0,0,1
0,8,29,1,0.0,0.5,12,4,0,0,0,0,0,0,0,0,0,0,0,1
0,17,13,0,0.058823529411764705,1.0,18,15,1,0,0,0,0,0,0,0,0,0,0,0
0,10,25,0,0.0,-265.43772631306877
0,10,25,1,0.0,-274.74385025504546
